:q!**************************************************************************************************************


SPECIES :  I^+ / I
 1.122277e+01    7.924850e-19
 1.164481e+01    7.900802e-19
 1.208271e+01    7.876754e-19
 1.253708e+01    7.852705e-19
 1.300854e+01    7.828657e-19
 1.349772e+01    7.804609e-19
 1.400531e+01    7.780561e-19
 1.453198e+01    7.756513e-19
 1.507845e+01    7.732465e-19
 1.564548e+01    7.708417e-19
 1.623382e+01    7.684369e-19
 1.684430e+01    7.660321e-19
 1.747773e+01    7.636273e-19
 1.813498e+01    7.612224e-19
 1.881694e+01    7.588176e-19
 1.952456e+01    7.564128e-19
 2.025878e+01    7.540080e-19
 2.102061e+01    7.516032e-19
 2.181109e+01    7.491984e-19
 2.263130e+01    7.467936e-19
 2.348235e+01    7.443888e-19
 2.436540e+01    7.419840e-19
 2.528166e+01    7.395792e-19
 2.623238e+01    7.371743e-19
 2.721885e+01    7.347695e-19
 2.824241e+01    7.323647e-19
 2.930447e+01    7.299599e-19
 3.040646e+01    7.275551e-19
 3.154990e+01    7.251503e-19
 3.273634e+01    7.227455e-19
 3.396739e+01    7.203407e-19
 3.524473e+01    7.179359e-19
 3.657011e+01    7.155311e-19
 3.794533e+01    7.131263e-19
 3.937226e+01    7.107214e-19
 4.085286e+01    7.083166e-19
 4.238913e+01    7.059118e-19
 4.398317e+01    7.035070e-19
 4.563716e+01    7.011022e-19
 4.735335e+01    6.986974e-19
 4.913407e+01    6.962926e-19
 5.098176e+01    6.938878e-19
 5.289893e+01    6.914830e-19
 5.488820e+01    6.890782e-19
 5.695227e+01    6.866733e-19
 5.909396e+01    6.842685e-19
 6.131619e+01    6.818637e-19
 6.362198e+01    6.794589e-19
 6.601449e+01    6.770541e-19
 6.849697e+01    6.746493e-19
 7.107280e+01    6.722445e-19
 7.374549e+01    6.698397e-19
 7.651869e+01    6.674349e-19
 7.939618e+01    6.650301e-19
 8.238187e+01    6.626253e-19
 8.547985e+01    6.602204e-19
 8.869432e+01    6.578156e-19
 9.202967e+01    6.554108e-19
 9.549045e+01    6.530060e-19
 9.908137e+01    6.506012e-19
 1.028073e+02    6.481964e-19
 1.066734e+02    6.457916e-19
 1.106848e+02    6.433868e-19
 1.148472e+02    6.409820e-19
 1.191660e+02    6.385772e-19
 1.236472e+02    6.361723e-19
 1.282970e+02    6.337675e-19
 1.331216e+02    6.313627e-19
 1.381276e+02    6.289579e-19
 1.433219e+02    6.265531e-19
 1.487115e+02    6.241483e-19
 1.543038e+02    6.217435e-19
 1.601064e+02    6.193387e-19
 1.661273e+02    6.169339e-19
 1.723745e+02    6.145291e-19
 1.788566e+02    6.121242e-19
 1.855825e+02    6.097194e-19
 1.925614e+02    6.073146e-19
 1.998026e+02    6.049098e-19
 2.073162e+02    6.025050e-19
 2.151123e+02    6.001002e-19
 2.232016e+02    5.976954e-19
 2.315951e+02    5.952906e-19
 2.403043e+02    5.928858e-19
 2.493409e+02    5.904810e-19
 2.587174e+02    5.880762e-19
 2.684465e+02    5.856713e-19
 2.785414e+02    5.832665e-19
 2.890160e+02    5.808617e-19
 2.998844e+02    5.784569e-19
 3.111616e+02    5.760521e-19
 3.228628e+02    5.736473e-19
 3.350041e+02    5.712425e-19
 3.476019e+02    5.688377e-19
 3.606735e+02    5.664329e-19
 3.742366e+02    5.640281e-19
 3.883098e+02    5.616232e-19
 4.029122e+02    5.592184e-19
 4.180637e+02    5.568136e-19
 4.337850e+02    5.544088e-19
 4.500975e+02    5.520040e-19
 4.670234e+02    5.495992e-19
 4.845859e+02    5.471944e-19
 5.028087e+02    5.447896e-19
 5.217169e+02    5.423848e-19
 5.413360e+02    5.399800e-19
 5.616930e+02    5.375752e-19
 5.828155e+02    5.351703e-19
 6.047322e+02    5.327655e-19
 6.274732e+02    5.303607e-19
 6.510694e+02    5.279559e-19
 6.755528e+02    5.255511e-19
 7.009570e+02    5.231463e-19
 7.273165e+02    5.207415e-19
 7.546673e+02    5.183367e-19
 7.830465e+02    5.159319e-19
 8.124930e+02    5.135271e-19
 8.430468e+02    5.111222e-19
 8.747496e+02    5.087174e-19
 9.076446e+02    5.063126e-19
 9.417766e+02    5.039078e-19
 9.771921e+02    5.015030e-19
 1.013939e+03    4.990982e-19
 1.052069e+03    4.966934e-19
 1.091632e+03    4.942886e-19
 1.132683e+03    4.918838e-19
 1.175277e+03    4.894790e-19
 1.219473e+03    4.870741e-19
 1.265332e+03    4.846693e-19
 1.312915e+03    4.822645e-19
 1.362287e+03    4.798597e-19
 1.413516e+03    4.774549e-19
 1.466671e+03    4.750501e-19
 1.521825e+03    4.726453e-19
 1.579053e+03    4.702405e-19
 1.638434e+03    4.678357e-19
 1.700047e+03    4.654309e-19
 1.763977e+03    4.630261e-19
 1.830312e+03    4.606212e-19
 1.899141e+03    4.582164e-19
 1.970558e+03    4.558116e-19
 2.044661e+03    4.534068e-19
 2.121550e+03    4.510020e-19
 2.201331e+03    4.485972e-19
 2.284112e+03    4.461924e-19
 2.370006e+03    4.437876e-19
 2.459130e+03    4.413828e-19
 2.551606e+03    4.389780e-19
 2.647559e+03    4.365731e-19
 2.747121e+03    4.341683e-19
 2.850426e+03    4.317635e-19
 2.957617e+03    4.293587e-19
 3.068838e+03    4.269539e-19
 3.184242e+03    4.245491e-19
 3.303985e+03    4.221443e-19
 3.428231e+03    4.197395e-19
 3.557150e+03    4.173347e-19
 3.690917e+03    4.149299e-19
 3.829714e+03    4.125251e-19
 3.973730e+03    4.101202e-19
 4.123163e+03    4.077154e-19
 4.278214e+03    4.053106e-19
 4.439097e+03    4.029058e-19
 4.606029e+03    4.005010e-19
 4.779239e+03    3.980962e-19
 4.958962e+03    3.956914e-19
 5.145444e+03    3.932866e-19
 5.338938e+03    3.908818e-19
 5.539709e+03    3.884770e-19
 5.748030e+03    3.860721e-19
 5.964185e+03    3.836673e-19
 6.188468e+03    3.812625e-19
 6.421186e+03    3.788577e-19
 6.662655e+03    3.764529e-19
 6.913204e+03    3.740481e-19
 7.173175e+03    3.716433e-19
 7.442922e+03    3.692385e-19
 7.722814e+03    3.668337e-19
 8.013230e+03    3.644289e-19
 8.314568e+03    3.620240e-19
 8.627237e+03    3.596192e-19
 8.951665e+03    3.572144e-19
 9.288292e+03    3.548096e-19
 9.637579e+03    3.524048e-19
 1.000000e+04    3.500000e-19
-----------------------------


SPECIES :  I^+ / I
PROCESS:  I^+ + I -> I^+ + I, isotropic
PARAM.:   delta E = 0.00
COMMENT:  As in Cl2 and O2, half the charge exchange cross section
UPDATED:  10/31/22
COLUMNS: Energy (eV) | Cross section (m2)
-----------------------------
 1.000000e-04    1.686143e-17
 1.037605e-04    1.655306e-17
 1.076624e-04    1.625033e-17
 1.117111e-04    1.595314e-17
 1.159120e-04    1.566139e-17
 1.202708e-04    1.537497e-17
 1.247936e-04    1.509379e-17
 1.294865e-04    1.481775e-17
 1.343558e-04    1.454675e-17
 1.394083e-04    1.428072e-17
 1.446507e-04    1.401955e-17
 1.500903e-04    1.376316e-17
 1.557345e-04    1.351145e-17
 1.615909e-04    1.326435e-17
 1.676675e-04    1.302177e-17
 1.739726e-04    1.278362e-17
 1.805149e-04    1.254983e-17
 1.873032e-04    1.232031e-17
 1.943467e-04    1.209500e-17
 2.016551e-04    1.187380e-17
 2.092383e-04    1.165665e-17
 2.171068e-04    1.144347e-17
 2.252711e-04    1.123419e-17
 2.337424e-04    1.102873e-17
 2.425323e-04    1.082704e-17
 2.516527e-04    1.062903e-17
 2.611161e-04    1.043464e-17
 2.709354e-04    1.024381e-17
 2.811239e-04    1.005647e-17
 2.916956e-04    9.872552e-18
 3.026648e-04    9.692000e-18
 3.140465e-04    9.514750e-18
 3.258562e-04    9.340741e-18
 3.381101e-04    9.169915e-18
 3.508247e-04    9.002213e-18
 3.640175e-04    8.837577e-18
 3.777064e-04    8.675953e-18
 3.919100e-04    8.517285e-18
 4.066478e-04    8.361518e-18
 4.219398e-04    8.208600e-18
 4.378069e-04    8.058479e-18
 4.542706e-04    7.911103e-18
 4.713535e-04    7.766422e-18
 4.890787e-04    7.624388e-18
 5.074705e-04    7.484951e-18
 5.265540e-04    7.348064e-18
 5.463550e-04    7.213680e-18
 5.669007e-04    7.081754e-18
 5.882190e-04    6.952241e-18
 6.103390e-04    6.825096e-18
 6.332908e-04    6.700277e-18
 6.571058e-04    6.577740e-18
 6.818162e-04    6.457445e-18
 7.074559e-04    6.339349e-18
 7.340598e-04    6.223413e-18
 7.616642e-04    6.109597e-18
 7.903066e-04    5.997863e-18
 8.200261e-04    5.888173e-18
 8.508632e-04    5.780488e-18
 8.828599e-04    5.674773e-18
 9.160598e-04    5.570991e-18
 9.505083e-04    5.469107e-18
 9.862522e-04    5.369086e-18
 1.023340e-03    5.270895e-18
 1.061823e-03    5.174499e-18
 1.101753e-03    5.079866e-18
 1.143184e-03    4.986964e-18
 1.186174e-03    4.895761e-18
 1.230780e-03    4.806226e-18
 1.277063e-03    4.718328e-18
 1.325087e-03    4.632038e-18
 1.374917e-03    4.547326e-18
 1.426621e-03    4.464163e-18
 1.480269e-03    4.382521e-18
 1.535935e-03    4.302372e-18
 1.593694e-03    4.223689e-18
 1.653624e-03    4.146445e-18
 1.715809e-03    4.070614e-18
 1.780332e-03    3.996169e-18
 1.847281e-03    3.923086e-18
 1.916748e-03    3.851339e-18
 1.988828e-03    3.780905e-18
 2.063618e-03    3.711759e-18
 2.141220e-03    3.643877e-18
 2.221741e-03    3.577237e-18
 2.305289e-03    3.511815e-18
 2.391980e-03    3.447590e-18
 2.481930e-03    3.384539e-18
 2.575263e-03    3.322642e-18
 2.672106e-03    3.261876e-18
 2.772591e-03    3.202222e-18
 2.876854e-03    3.143659e-18
 2.985038e-03    3.086167e-18
 3.097291e-03    3.029726e-18
 3.213764e-03    2.974318e-18
 3.334618e-03    2.919922e-18
 3.460016e-03    2.866522e-18
 3.590130e-03    2.814098e-18
 3.725137e-03    2.762633e-18
 3.865221e-03    2.712109e-18
 4.010573e-03    2.662509e-18
 4.161391e-03    2.613817e-18
 4.317880e-03    2.566014e-18
 4.480254e-03    2.519086e-18
 4.648734e-03    2.473017e-18
 4.823549e-03    2.427789e-18
 5.004939e-03    2.383389e-18
 5.193150e-03    2.339801e-18
 5.388438e-03    2.297010e-18
 5.591071e-03    2.255002e-18
 5.801323e-03    2.213761e-18
 6.019482e-03    2.173276e-18
 6.245845e-03    2.133530e-18
 6.480720e-03    2.094511e-18
 6.724427e-03    2.056206e-18
 6.977300e-03    2.018602e-18
 7.239681e-03    1.981685e-18
 7.511929e-03    1.945443e-18
 7.794416e-03    1.909865e-18
 8.087525e-03    1.874936e-18
 8.391656e-03    1.840647e-18
 8.707225e-03    1.806985e-18
 9.034660e-03    1.773938e-18
 9.374409e-03    1.741496e-18
 9.726934e-03    1.709647e-18
 1.009272e-02    1.678380e-18
 1.047225e-02    1.647685e-18
 1.086606e-02    1.617552e-18
 1.127468e-02    1.587970e-18
 1.169866e-02    1.558929e-18
 1.213859e-02    1.530418e-18
 1.259506e-02    1.502430e-18
 1.306870e-02    1.474953e-18
 1.356015e-02    1.447978e-18
 1.407008e-02    1.421497e-18
 1.459919e-02    1.395501e-18
 1.514819e-02    1.369979e-18
 1.571784e-02    1.344925e-18
 1.630891e-02    1.320328e-18
 1.692220e-02    1.296182e-18
 1.755856e-02    1.272477e-18
 1.821885e-02    1.249205e-18
 1.890397e-02    1.226360e-18
 1.961486e-02    1.203931e-18
 2.035248e-02    1.181914e-18
 2.111783e-02    1.160298e-18
 2.191197e-02    1.139079e-18
 2.273597e-02    1.118247e-18
 2.359095e-02    1.097796e-18
 2.447809e-02    1.077719e-18
 2.539859e-02    1.058009e-18
 2.635371e-02    1.038660e-18
 2.734474e-02    1.019665e-18
 2.837304e-02    1.001017e-18
 2.944000e-02    9.827101e-19
 3.054710e-02    9.647380e-19
 3.169582e-02    9.470946e-19
 3.288774e-02    9.297738e-19
 3.412449e-02    9.127699e-19
 3.540774e-02    8.960769e-19
 3.673925e-02    8.796891e-19
 3.812083e-02    8.636011e-19
 3.955436e-02    8.478073e-19
 4.104181e-02    8.323024e-19
 4.258518e-02    8.170810e-19
 4.418660e-02    8.021380e-19
 4.584824e-02    7.874682e-19
 4.757236e-02    7.730668e-19
 4.936132e-02    7.589287e-19
 5.121755e-02    7.450492e-19
 5.314359e-02    7.314235e-19
 5.514206e-02    7.180470e-19
 5.721568e-02    7.049151e-19
 5.936727e-02    6.920234e-19
 6.159978e-02    6.793675e-19
 6.391624e-02    6.669430e-19
 6.631981e-02    6.547458e-19
 6.881377e-02    6.427716e-19
 7.140151e-02    6.310164e-19
 7.408657e-02    6.194762e-19
 7.687260e-02    6.081470e-19
 7.976339e-02    5.970250e-19
 8.276289e-02    5.861065e-19
 8.587519e-02    5.753876e-19
 8.910453e-02    5.648647e-19
 9.245531e-02    5.545343e-19
 9.593209e-02    5.513527e-19
 9.953962e-02    5.501503e-19
 1.032828e-01    5.489479e-19
 1.071668e-01    5.477455e-19
 1.111968e-01    5.465431e-19
 1.153783e-01    5.453407e-19
 1.197171e-01    5.441383e-19
 1.242191e-01    5.429359e-19
 1.288904e-01    5.417335e-19
 1.337373e-01    5.405311e-19
 1.387665e-01    5.393287e-19
 1.439848e-01    5.381263e-19
 1.493993e-01    5.369238e-19
 1.550175e-01    5.357214e-19
 1.608469e-01    5.345190e-19
 1.668956e-01    5.333166e-19
 1.731717e-01    5.321142e-19
 1.796838e-01    5.309118e-19
 1.864409e-01    5.297094e-19
 1.934520e-01    5.285070e-19
 2.007267e-01    5.273046e-19
 2.082751e-01    5.261022e-19
 2.161073e-01    5.248998e-19
 2.242340e-01    5.236974e-19
 2.326663e-01    5.224950e-19
 2.414157e-01    5.212926e-19
 2.504942e-01    5.200902e-19
 2.599140e-01    5.188878e-19
 2.696881e-01    5.176854e-19
 2.798297e-01    5.164830e-19
 2.903527e-01    5.152806e-19
 3.012714e-01    5.140782e-19
 3.126007e-01    5.128758e-19
 3.243561e-01    5.116733e-19
 3.365535e-01    5.104709e-19
 3.492096e-01    5.092685e-19
 3.623416e-01    5.080661e-19
 3.759675e-01    5.068637e-19
 3.901058e-01    5.056613e-19
 4.047757e-01    5.044589e-19
 4.199973e-01    5.032565e-19
 4.357913e-01    5.020541e-19
 4.521792e-01    5.008517e-19
 4.691835e-01    4.996493e-19
 4.868271e-01    4.984469e-19
 5.051342e-01    4.972445e-19
 5.241298e-01    4.960421e-19
 5.438397e-01    4.948397e-19
 5.642908e-01    4.936373e-19
 5.855110e-01    4.924349e-19
 6.075292e-01    4.912325e-19
 6.303753e-01    4.900301e-19
 6.540806e-01    4.888277e-19
 6.786773e-01    4.876253e-19
 7.041990e-01    4.864228e-19
 7.306804e-01    4.852204e-19
 7.581576e-01    4.840180e-19
 7.866682e-01    4.828156e-19
 8.162509e-01    4.816132e-19
 8.469460e-01    4.804108e-19
 8.787954e-01    4.792084e-19
 9.118425e-01    4.780060e-19
 9.461324e-01    4.768036e-19
 9.817117e-01    4.756012e-19
 1.018629e+00    4.743988e-19
 1.056935e+00    4.731964e-19
 1.096681e+00    4.719940e-19
 1.137921e+00    4.707916e-19
 1.180713e+00    4.695892e-19
 1.225114e+00    4.683868e-19
 1.271184e+00    4.671844e-19
 1.318987e+00    4.659820e-19
 1.368587e+00    4.647796e-19
 1.420053e+00    4.635772e-19
 1.473454e+00    4.623747e-19
 1.528864e+00    4.611723e-19
 1.586357e+00    4.599699e-19
 1.646012e+00    4.587675e-19
 1.707910e+00    4.575651e-19
 1.772136e+00    4.563627e-19
 1.838777e+00    4.551603e-19
 1.907924e+00    4.539579e-19
 1.979672e+00    4.527555e-19
 2.054117e+00    4.515531e-19
 2.131362e+00    4.503507e-19
 2.211512e+00    4.491483e-19
 2.294676e+00    4.479459e-19
 2.380968e+00    4.467435e-19
 2.470504e+00    4.455411e-19
 2.563407e+00    4.443387e-19
 2.659804e+00    4.431363e-19
 2.759826e+00    4.419339e-19
 2.863610e+00    4.407315e-19
 2.971296e+00    4.395291e-19
 3.083031e+00    4.383267e-19
 3.198969e+00    4.371242e-19
 3.319266e+00    4.359218e-19
 3.444087e+00    4.347194e-19
 3.573602e+00    4.335170e-19
 3.707988e+00    4.323146e-19
 3.847427e+00    4.311122e-19
 3.992109e+00    4.299098e-19
 4.142232e+00    4.287074e-19
 4.298001e+00    4.275050e-19
 4.459628e+00    4.263026e-19
 4.627332e+00    4.251002e-19
 4.801343e+00    4.238978e-19
 4.981898e+00    4.226954e-19
 5.169242e+00    4.214930e-19
 5.363631e+00    4.202906e-19
 5.565331e+00    4.190882e-19
 5.774615e+00    4.178858e-19
 5.991770e+00    4.166834e-19
 6.217090e+00    4.154810e-19
 6.450884e+00    4.142786e-19
 6.693470e+00    4.130762e-19
 6.945178e+00    4.118737e-19
 7.206351e+00    4.106713e-19
