**************************************************************************************************************


SPECIES :  I^+ / I^-
 3.408259e-03    1.352526e-15
 3.463694e-03    1.330879e-15
 3.520031e-03    1.309579e-15
 3.577285e-03    1.288619e-15
 3.635470e-03    1.267995e-15
 3.694601e-03    1.247701e-15
 3.754694e-03    1.227732e-15
 3.815765e-03    1.208082e-15
 3.877828e-03    1.188747e-15
 3.940902e-03    1.169722e-15
 4.005001e-03    1.151000e-15
 4.070142e-03    1.132579e-15
 4.136344e-03    1.114452e-15
 4.203622e-03    1.096616e-15
 4.271994e-03    1.079065e-15
 4.341478e-03    1.061794e-15
 4.412093e-03    1.044801e-15
 4.483856e-03    1.028079e-15
 4.556786e-03    1.011625e-15
 4.630903e-03    9.954339e-16
 4.706225e-03    9.795022e-16
 4.782772e-03    9.638255e-16
 4.860564e-03    9.483997e-16
 4.939622e-03    9.332208e-16
 5.019965e-03    9.182848e-16
 5.101615e-03    9.035879e-16
 5.184594e-03    8.891261e-16
 5.268921e-03    8.748959e-16
 5.354621e-03    8.608934e-16
 5.441714e-03    8.471150e-16
 5.530224e-03    8.335571e-16
 5.620174e-03    8.202162e-16
 5.711586e-03    8.070888e-16
 5.804486e-03    7.941716e-16
 5.898896e-03    7.814610e-16
 5.994843e-03    7.689539e-16
 6.092349e-03    7.566470e-16
 6.191442e-03    7.445370e-16
 6.292146e-03    7.326209e-16
 6.394488e-03    7.208955e-16
 6.498495e-03    7.093577e-16
 6.604194e-03    6.980046e-16
 6.711612e-03    6.868332e-16
 6.820777e-03    6.758406e-16
 6.931717e-03    6.650239e-16
 7.044462e-03    6.543803e-16
 7.159041e-03    6.439071e-16
 7.275484e-03    6.336016e-16
 7.393820e-03    6.234609e-16
 7.514081e-03    6.134826e-16
 7.636298e-03    6.036639e-16
 7.760503e-03    5.940024e-16
 7.886729e-03    5.844955e-16
 8.015007e-03    5.751408e-16
 8.145372e-03    5.659358e-16
 8.277857e-03    5.568781e-16
 8.412497e-03    5.479654e-16
 8.549327e-03    5.391954e-16
 8.688383e-03    5.305657e-16
 8.829700e-03    5.220741e-16
 8.973316e-03    5.137184e-16
 9.119268e-03    5.054965e-16
 9.267593e-03    4.974061e-16
 9.418332e-03    4.894453e-16
 9.571522e-03    4.816118e-16
 9.727203e-03    4.739037e-16
 9.885417e-03    4.663190e-16
 1.004620e-02    4.588557e-16
 1.020961e-02    4.515118e-16
 1.037567e-02    4.442854e-16
 1.054443e-02    4.371748e-16
 1.071593e-02    4.301779e-16
 1.089023e-02    4.232930e-16
 1.106736e-02    4.165183e-16
 1.124737e-02    4.098520e-16
 1.143031e-02    4.032924e-16
 1.161623e-02    3.968378e-16
 1.180517e-02    3.904865e-16
 1.199718e-02    3.842369e-16
 1.219231e-02    3.780872e-16
 1.239062e-02    3.720360e-16
 1.259216e-02    3.660817e-16
 1.279697e-02    3.602226e-16
 1.300511e-02    3.544573e-16
 1.321664e-02    3.487843e-16
 1.343161e-02    3.432021e-16
 1.365008e-02    3.377093e-16
 1.387210e-02    3.323043e-16
 1.409773e-02    3.269858e-16
 1.432703e-02    3.217525e-16
 1.456006e-02    3.166029e-16
 1.479688e-02    3.115358e-16
 1.503755e-02    3.065497e-16
 1.528214e-02    3.016435e-16
 1.553071e-02    2.968157e-16
 1.578331e-02    2.920653e-16
 1.604003e-02    2.873908e-16
 1.630092e-02    2.827912e-16
 1.656606e-02    2.782652e-16
 1.683551e-02    2.738116e-16
 1.710934e-02    2.694293e-16
 1.738762e-02    2.651172e-16
 1.767044e-02    2.608740e-16
 1.795785e-02    2.566988e-16
 1.824993e-02    2.525904e-16
 1.854677e-02    2.485477e-16
 1.884843e-02    2.445698e-16
 1.915501e-02    2.406555e-16
 1.946656e-02    2.368039e-16
 1.978319e-02    2.330139e-16
 2.010496e-02    2.292845e-16
 2.043197e-02    2.256149e-16
 2.076430e-02    2.220040e-16
 2.110203e-02    2.184509e-16
 2.144526e-02    2.149546e-16
 2.179407e-02    2.115143e-16
 2.214855e-02    2.081291e-16
 2.250880e-02    2.047980e-16
 2.287491e-02    2.015203e-16
 2.324697e-02    1.982950e-16
 2.362508e-02    1.951213e-16
 2.400935e-02    1.919984e-16
 2.439986e-02    1.889256e-16
 2.479673e-02    1.859018e-16
 2.520005e-02    1.829265e-16
 2.560993e-02    1.799988e-16
 2.602648e-02    1.771180e-16
 2.644980e-02    1.742833e-16
 2.688001e-02    1.714939e-16
 2.731722e-02    1.687492e-16
 2.776153e-02    1.660484e-16
 2.821308e-02    1.633908e-16
 2.867196e-02    1.607758e-16
 2.913832e-02    1.582026e-16
 2.961225e-02    1.556706e-16
 3.009390e-02    1.531791e-16
 3.058338e-02    1.507275e-16
 3.108082e-02    1.483152e-16
 3.158635e-02    1.459414e-16
 3.210011e-02    1.436057e-16
 3.262222e-02    1.413073e-16
 3.315282e-02    1.390457e-16
 3.369206e-02    1.368203e-16
 3.424006e-02    1.346305e-16
 3.479698e-02    1.324758e-16
 3.536296e-02    1.303556e-16
 3.593814e-02    1.282692e-16
 3.652267e-02    1.262163e-16
 3.711672e-02    1.241963e-16
 3.772042e-02    1.222085e-16
 3.833395e-02    1.202526e-16
 3.895746e-02    1.183280e-16
 3.959110e-02    1.164342e-16
 4.023506e-02    1.145707e-16
 4.088948e-02    1.127370e-16
 4.155455e-02    1.109327e-16
 4.223044e-02    1.091572e-16
 4.291732e-02    1.074102e-16
 4.361538e-02    1.056911e-16
 4.432479e-02    1.039995e-16
 4.504573e-02    1.023351e-16
 4.577841e-02    1.006972e-16
 4.652300e-02    9.908557e-17
 4.727970e-02    9.749973e-17
 4.804870e-02    9.593927e-17
 4.883022e-02    9.440378e-17
 4.962445e-02    9.289287e-17
 5.043159e-02    9.140614e-17
 5.125187e-02    8.994321e-17
 5.208549e-02    8.850369e-17
 5.293266e-02    8.708721e-17
 5.379362e-02    8.569340e-17
 5.466857e-02    8.432189e-17
 5.555776e-02    8.297234e-17
 5.646141e-02    8.164439e-17
 5.737976e-02    8.033769e-17
 5.831305e-02    7.905190e-17
 5.926152e-02    7.778670e-17
 6.022541e-02    7.654174e-17
 6.120498e-02    7.531670e-17
 6.220049e-02    7.411128e-17
 6.321218e-02    7.292514e-17
 6.424034e-02    7.175799e-17
 6.528521e-02    7.060952e-17
 6.634708e-02    6.947943e-17
 6.742622e-02    6.836743e-17
 6.852292e-02    6.727323e-17
 6.963745e-02    6.619653e-17
 7.077011e-02    6.513707e-17
 7.192119e-02    6.409457e-17
 7.309099e-02    6.306875e-17
 7.427982e-02    6.205935e-17
 7.548799e-02    6.106610e-17
 7.671581e-02    6.008876e-17
 7.796360e-02    5.912705e-17
 7.923169e-02    5.818073e-17
 8.052040e-02    5.724956e-17
 8.183007e-02    5.633330e-17
 8.316104e-02    5.543170e-17
 8.451366e-02    5.454453e-17
 8.588829e-02    5.367155e-17
 8.728527e-02    5.281255e-17
 8.870497e-02    5.196730e-17
 9.014776e-02    5.113557e-17
 9.161402e-02    5.031716e-17
 9.310413e-02    4.951185e-17
 9.461848e-02    4.871942e-17
 9.615746e-02    4.793968e-17
 9.772147e-02    4.717241e-17
 9.931092e-02    4.641743e-17
 1.009262e-01    4.567453e-17
 1.025678e-01    4.494352e-17
 1.042361e-01    4.422421e-17
 1.059315e-01    4.351641e-17
 1.076545e-01    4.281994e-17
 1.094055e-01    4.213462e-17
 1.111850e-01    4.146026e-17
 1.129934e-01    4.079670e-17
 1.148312e-01    4.014376e-17
 1.166990e-01    3.950127e-17
 1.185971e-01    3.886906e-17
 1.205261e-01    3.824697e-17
 1.224865e-01    3.763483e-17
 1.244787e-01    3.703250e-17
 1.265034e-01    3.643980e-17
 1.285610e-01    3.585659e-17
 1.306520e-01    3.528271e-17
 1.327771e-01    3.471802e-17
 1.349367e-01    3.416237e-17
 1.371315e-01    3.361561e-17
 1.393619e-01    3.307760e-17
 1.416287e-01    3.254820e-17
 1.439323e-01    3.202727e-17
 1.462733e-01    3.151468e-17
 1.486525e-01    3.101030e-17
 1.510703e-01    3.051398e-17
 1.535275e-01    3.002561e-17
 1.560246e-01    2.954506e-17
 1.585624e-01    2.907220e-17
 1.611414e-01    2.860691e-17
 1.637624e-01    2.814906e-17
 1.664260e-01    2.769854e-17
 1.691330e-01    2.725523e-17
 1.718839e-01    2.681902e-17
 1.746796e-01    2.638978e-17
 1.775208e-01    2.596742e-17
 1.804082e-01    2.555182e-17
 1.833425e-01    2.514287e-17
 1.863246e-01    2.474046e-17
 1.893552e-01    2.434450e-17
 1.924351e-01    2.395487e-17
 1.955651e-01    2.357148e-17
 1.987460e-01    2.319422e-17
 2.019786e-01    2.282300e-17
 2.052638e-01    2.245773e-17
 2.086024e-01    2.209830e-17
 2.119953e-01    2.174462e-17
 2.154435e-01    2.139660e-17
 2.189477e-01    2.105415e-17
 2.225089e-01    2.071719e-17
 2.261280e-01    2.038561e-17
 2.298060e-01    2.005934e-17
 2.335438e-01    1.973830e-17
 2.373424e-01    1.942239e-17
 2.412028e-01    1.911154e-17
 2.451260e-01    1.880567e-17
 2.491130e-01    1.850469e-17
 2.531648e-01    1.820852e-17
 2.572826e-01    1.791710e-17
 2.614673e-01    1.763034e-17
 2.657201e-01    1.734817e-17
 2.700421e-01    1.707052e-17
 2.744343e-01    1.679731e-17
 2.788980e-01    1.652847e-17
 2.834343e-01    1.626394e-17
 2.880444e-01    1.600363e-17
 2.927295e-01    1.574750e-17
 2.974908e-01    1.549547e-17
 3.023295e-01    1.524746e-17
 3.072469e-01    1.500343e-17
 3.122443e-01    1.476331e-17
 3.173230e-01    1.452702e-17
 3.224842e-01    1.429452e-17
 3.277295e-01    1.406574e-17
 3.330600e-01    1.384062e-17
 3.384773e-01    1.361910e-17
 3.439826e-01    1.340113e-17
 3.495776e-01    1.318665e-17
 3.552635e-01    1.297560e-17
 3.610419e-01    1.276793e-17
 3.669142e-01    1.256358e-17
 3.728821e-01    1.236251e-17
 3.789471e-01    1.216465e-17
 3.851107e-01    1.196995e-17
 3.913746e-01    1.177838e-17
 3.977403e-01    1.158987e-17
 4.042096e-01    1.140437e-17
 4.107841e-01    1.122185e-17
 4.174655e-01    1.104225e-17
 4.242556e-01    1.086552e-17
 4.311562e-01    1.069162e-17
 4.381690e-01    1.052050e-17
 4.452959e-01    1.035212e-17
 4.525386e-01    1.018644e-17
 4.598992e-01    1.002341e-17
 4.673795e-01    9.862986e-18
 4.749815e-01    9.705131e-18
 4.827071e-01    9.549803e-18
 4.905584e-01    9.396961e-18
 4.985373e-01    9.246564e-18
 5.066461e-01    9.098575e-18
 5.148867e-01    8.952955e-18
 5.232614e-01    8.809665e-18
 5.317723e-01    8.668668e-18
 5.404216e-01    8.529928e-18
 5.492116e-01    8.393408e-18
 5.581446e-01    8.259074e-18
 5.672229e-01    8.126889e-18
 5.764488e-01    7.996820e-18
 5.858248e-01    7.868833e-18
 5.953533e-01    7.742894e-18
 6.050368e-01    7.618971e-18
 6.148778e-01    7.497031e-18
 6.248788e-01    7.377043e-18
 6.350425e-01    7.258975e-18
 6.453715e-01    7.142797e-18
 6.558686e-01    7.028478e-18
 6.665363e-01    6.915989e-18
 6.773776e-01    6.805300e-18
 6.883952e-01    6.696383e-18
 6.995920e-01    6.589208e-18
 7.109709e-01    6.483750e-18
 7.225349e-01    6.379979e-18
 7.342870e-01    6.277869e-18
 7.462303e-01    6.177393e-18
 7.583678e-01    6.078525e-18
 7.707027e-01    5.981240e-18
 7.832383e-01    5.885511e-18
 7.959777e-01    5.791315e-18
 8.089243e-01    5.698626e-18
 8.220816e-01    5.607421e-18
 8.354528e-01    5.517676e-18
 8.490415e-01    5.429367e-18
 8.628513e-01    5.342471e-18
 8.768856e-01    5.256966e-18
 8.911482e-01    5.172829e-18
 9.056428e-01    5.090039e-18
 9.203732e-01    5.008574e-18
 9.353432e-01    4.928413e-18
 9.505566e-01    4.849535e-18
 9.660175e-01    4.771920e-18
 9.817298e-01    4.695546e-18
 9.976978e-01    4.620395e-18
 1.013925e+00    4.546447e-18
 1.030417e+00    4.473682e-18
 1.047177e+00    4.402081e-18
 1.064209e+00    4.331627e-18
 1.081519e+00    4.262300e-18
 1.099110e+00    4.194083e-18
 1.116987e+00    4.126958e-18
 1.135155e+00    4.060907e-18
 1.153618e+00    3.995913e-18
 1.172382e+00    3.931959e-18
 1.191451e+00    3.869029e-18
 1.210830e+00    3.807106e-18
 1.230524e+00    3.746175e-18
 1.250539e+00    3.686218e-18
 1.270879e+00    3.627221e-18
 1.291550e+00    3.569168e-18
 1.312557e+00    3.512044e-18
 1.333906e+00    3.455835e-18
 1.355602e+00    3.400525e-18
 1.377651e+00    3.346100e-18
 1.400058e+00    3.292547e-18
 1.422830e+00    3.239850e-18
 1.445973e+00    3.187997e-18
 1.469492e+00    3.136974e-18
 1.493393e+00    3.086768e-18
 1.517683e+00    3.037365e-18
 1.542369e+00    2.988752e-18
 1.567455e+00    2.940918e-18
 1.592950e+00    2.893849e-18
 1.618860e+00    2.847534e-18
 1.645191e+00    2.801960e-18
 1.671950e+00    2.757115e-18
 1.699144e+00    2.712988e-18
 1.726781e+00    2.669567e-18
 1.754867e+00    2.626841e-18
 1.783410e+00    2.584799e-18
 1.812418e+00    2.543430e-18
 1.841897e+00    2.502723e-18
 1.871855e+00    2.462668e-18
 1.902301e+00    2.423253e-18
 1.933242e+00    2.384470e-18
 1.964687e+00    2.346307e-18
 1.996642e+00    2.308755e-18
 2.029118e+00    2.271804e-18
 2.062122e+00    2.235444e-18
 2.095662e+00    2.199666e-18
 2.129749e+00    2.164461e-18
 2.164389e+00    2.129819e-18
 2.199593e+00    2.095732e-18
 2.235370e+00    2.062190e-18
 2.271728e+00    2.029185e-18
 2.308678e+00    1.996709e-18
 2.346229e+00    1.964752e-18
 2.384390e+00    1.933307e-18
 2.423173e+00    1.902364e-18
 2.462586e+00    1.871917e-18
 2.502640e+00    1.841958e-18
 2.543346e+00    1.812478e-18
 2.584714e+00    1.783469e-18
 2.626754e+00    1.754925e-18
 2.669478e+00    1.726838e-18
 2.712898e+00    1.699201e-18
 2.757023e+00    1.672005e-18
 2.801867e+00    1.645245e-18
 2.847439e+00    1.618913e-18
 2.893753e+00    1.593003e-18
 2.940820e+00    1.567507e-18
 2.988653e+00    1.542420e-18
 3.037264e+00    1.517734e-18
 3.086665e+00    1.493443e-18
 3.136870e+00    1.469541e-18
 3.187891e+00    1.446021e-18
 3.239743e+00    1.422878e-18
 3.292437e+00    1.400105e-18
 3.345989e+00    1.377697e-18
 3.400412e+00    1.355647e-18
 3.455720e+00    1.333950e-18
 3.511928e+00    1.312600e-18
 3.569049e+00    1.291593e-18
 3.627100e+00    1.270921e-18
 3.686095e+00    1.250580e-18
 3.746050e+00    1.230565e-18
 3.806980e+00    1.210870e-18
 3.868901e+00    1.191490e-18
 3.931829e+00    1.172421e-18
 3.995780e+00    1.153656e-18
 4.060772e+00    1.135192e-18
 4.126821e+00    1.117024e-18
 4.193944e+00    1.099146e-18
 4.262159e+00    1.081555e-18
 4.331483e+00    1.064245e-18
 4.401935e+00    1.047212e-18
 4.473533e+00    1.030451e-18
 4.546295e+00    1.013959e-18
 4.620241e+00    9.977309e-19
 4.695390e+00    9.817625e-19
 4.771761e+00    9.660496e-19
 4.849374e+00    9.505882e-19
 4.928250e+00    9.353742e-19
 5.008408e+00    9.204038e-19
 5.089870e+00    9.056729e-19
 5.172657e+00    8.911778e-19
 5.256791e+00    8.769147e-19
 5.342293e+00    8.628799e-19
 5.429186e+00    8.490697e-19
 5.517492e+00    8.354806e-19
 5.607235e+00    8.221089e-19
 5.698437e+00    8.089512e-19
 5.791123e+00    7.960041e-19
 5.885316e+00    7.832643e-19
 5.981041e+00    7.707283e-19
 6.078323e+00    7.583930e-19
 6.177188e+00    7.462551e-19
 6.277660e+00    7.343114e-19
 6.379767e+00    7.225590e-19
 6.483534e+00    7.109946e-19
 6.588990e+00    6.996153e-19
 6.696160e+00    6.884181e-19
 6.805074e+00    6.774001e-19
 6.915759e+00    6.665585e-19
 7.028244e+00    6.558904e-19
 7.142559e+00    6.453930e-19
 7.258734e+00    6.350636e-19
 7.376798e+00    6.248996e-19
 7.496782e+00    6.148982e-19
 7.618718e+00    6.050569e-19
 7.742637e+00    5.953731e-19
 7.868572e+00    5.858443e-19
 7.996555e+00    5.764680e-19
 8.126619e+00    5.672417e-19
 8.258799e+00    5.581632e-19
 8.393129e+00    5.492299e-19
 8.529644e+00    5.404396e-19
 8.668380e+00    5.317900e-19
 8.809372e+00    5.232788e-19
 8.952657e+00    5.149039e-19
 9.098273e+00    5.066629e-19
 9.246257e+00    4.985539e-19
 9.396648e+00    4.905747e-19
 9.549486e+00    4.827231e-19
 9.704809e+00    4.749973e-19
 9.862658e+00    4.673950e-19
 1.002308e+01    4.599145e-19
 1.018610e+01    4.525537e-19
 1.035178e+01    4.453106e-19
 1.052015e+01    4.381836e-19
 1.069126e+01    4.311705e-19
 1.086516e+01    4.242697e-19
 1.104188e+01    4.174794e-19
 1.122148e+01    4.107977e-19
 1.140400e+01    4.042230e-19
 1.158948e+01    3.977535e-19
 1.177799e+01    3.913876e-19
 1.196956e+01    3.851235e-19
 1.216424e+01    3.789597e-19
 1.236210e+01    3.728945e-19
 1.256317e+01    3.669264e-19
 1.276751e+01    3.610539e-19
 1.297517e+01    3.552753e-19
 1.318621e+01    3.495892e-19
 1.340069e+01    3.439941e-19
 1.361865e+01    3.384885e-19
 1.384016e+01    3.330711e-19
 1.406527e+01    3.277404e-19
 1.429405e+01    3.224950e-19
 1.452654e+01    3.173335e-19
 1.476281e+01    3.122547e-19
 1.500293e+01    3.072571e-19
 1.524696e+01    3.023395e-19
 1.549495e+01    2.975006e-19
 1.574698e+01    2.927392e-19
 1.600310e+01    2.880540e-19
 1.626340e+01    2.834437e-19
 1.652792e+01    2.789073e-19
 1.679675e+01    2.744434e-19
 1.706995e+01    2.700510e-19
 1.734759e+01    2.657289e-19
 1.762975e+01    2.614760e-19
 1.791650e+01    2.572911e-19
 1.820792e+01    2.531733e-19
 1.850407e+01    2.491213e-19
 1.880504e+01    2.451342e-19
 1.911091e+01    2.412108e-19
 1.942175e+01    2.373503e-19
 1.973764e+01    2.335516e-19
 2.005868e+01    2.298136e-19
 2.038493e+01    2.261355e-19
 2.071650e+01    2.225163e-19
 2.105345e+01    2.189550e-19
 2.139589e+01    2.154506e-19
 2.174389e+01    2.120024e-19
 2.209756e+01    2.086093e-19
 2.245698e+01    2.052706e-19
 2.282224e+01    2.019853e-19
 2.319345e+01    1.987526e-19
 2.357069e+01    1.955716e-19
 2.395407e+01    1.924415e-19
 2.434369e+01    1.893615e-19
 2.473964e+01    1.863308e-19
 2.514203e+01    1.833486e-19
 2.555097e+01    1.804142e-19
 2.596656e+01    1.775267e-19
 2.638891e+01    1.746854e-19
 2.681813e+01    1.718896e-19
 2.725433e+01    1.691386e-19
 2.769762e+01    1.664315e-19
 2.814812e+01    1.637678e-19
 2.860596e+01    1.611468e-19
 2.907123e+01    1.585677e-19
 2.954408e+01    1.560298e-19
 3.002462e+01    1.535326e-19
 3.051297e+01    1.510754e-19
 3.100927e+01    1.486574e-19
 3.151363e+01    1.462782e-19
 3.202621e+01    1.439370e-19
 3.254712e+01    1.416334e-19
 3.307650e+01    1.393666e-19
 3.361449e+01    1.371360e-19
 3.416123e+01    1.349412e-19
 3.471687e+01    1.327815e-19
 3.528154e+01    1.306564e-19
 3.585540e+01    1.285652e-19
 3.643859e+01    1.265076e-19
 3.703127e+01    1.244829e-19
 3.763358e+01    1.224905e-19
 3.824570e+01    1.205301e-19
 3.886777e+01    1.186010e-19
 3.949995e+01    1.167029e-19
 4.014242e+01    1.148351e-19
 4.079535e+01    1.129971e-19
 4.145888e+01    1.111887e-19
 4.213322e+01    1.094091e-19
 4.281852e+01    1.076580e-19
 4.351497e+01    1.059350e-19
 4.422274e+01    1.042395e-19
 4.494203e+01    1.025712e-19
 4.567301e+01    1.009296e-19
 4.641589e+01    9.931422e-20
 4.717085e+01    9.772472e-20
 4.793808e+01    9.616066e-20
 4.871780e+01    9.462163e-20
 4.951020e+01    9.310723e-20
 5.031549e+01    9.161707e-20
 5.113388e+01    9.015076e-20
 5.196557e+01    8.870792e-20
 5.281080e+01    8.728817e-20
 5.366977e+01    8.589114e-20
 5.454271e+01    8.451647e-20
 5.542986e+01    8.316380e-20
 5.633143e+01    8.183279e-20
 5.724766e+01    8.052307e-20
 5.817880e+01    7.923432e-20
 5.912508e+01    7.796619e-20
 6.008676e+01    7.671836e-20
 6.106408e+01    7.549050e-20
 6.205729e+01    7.428229e-20
 6.306666e+01    7.309342e-20
 6.409244e+01    7.192358e-20
 6.513491e+01    7.077246e-20
 6.619433e+01    6.963976e-20
 6.727099e+01    6.852519e-20
 6.836516e+01    6.742846e-20
 6.947713e+01    6.634929e-20
 7.060718e+01    6.528738e-20
 7.175561e+01    6.424247e-20
 7.292272e+01    6.321429e-20
 7.410882e+01    6.220256e-20
 7.531420e+01    6.120702e-20
 7.653919e+01    6.022741e-20
 7.778411e+01    5.926349e-20
 7.904928e+01    5.831499e-20
 8.033502e+01    5.738167e-20
 8.164168e+01    5.646329e-20
 8.296959e+01    5.555961e-20
 8.431909e+01    5.467039e-20
 8.569055e+01    5.379540e-20
 8.708431e+01    5.293442e-20
 8.850075e+01    5.208722e-20
 8.994022e+01    5.125357e-20
 9.140311e+01    5.043327e-20
 9.288979e+01    4.962610e-20
 9.440065e+01    4.883184e-20
 9.593608e+01    4.805030e-20
 9.749649e+01    4.728127e-20
 9.908228e+01    4.652454e-20
 1.006939e+02    4.577993e-20
 1.023317e+02    4.504723e-20
 1.039961e+02    4.432626e-20
 1.056876e+02    4.361683e-20
 1.074066e+02    4.291875e-20
 1.091536e+02    4.223185e-20
 1.109290e+02    4.155593e-20
 1.127333e+02    4.089084e-20
 1.145669e+02    4.023639e-20
 1.164303e+02    3.959242e-20
 1.183241e+02    3.895875e-20
 1.202486e+02    3.833522e-20
 1.222045e+02    3.772168e-20
 1.241921e+02    3.711795e-20
 1.262121e+02    3.652389e-20
 1.282650e+02    3.593933e-20
 1.303512e+02    3.536413e-20
 1.324714e+02    3.479814e-20
 1.346261e+02    3.424120e-20
 1.368158e+02    3.369318e-20
 1.390411e+02    3.315393e-20
 1.413026e+02    3.262330e-20
 1.436009e+02    3.210118e-20
 1.459366e+02    3.158740e-20
 1.483103e+02    3.108185e-20
 1.507225e+02    3.058440e-20
 1.531740e+02    3.009490e-20
 1.556654e+02    2.961324e-20
 1.581973e+02    2.913929e-20
 1.607704e+02    2.867292e-20
 1.633854e+02    2.821401e-20
 1.660429e+02    2.776246e-20
 1.687436e+02    2.731812e-20
 1.714882e+02    2.688090e-20
 1.742775e+02    2.645068e-20
 1.771121e+02    2.602734e-20
 1.799929e+02    2.561078e-20
 1.829205e+02    2.520089e-20
 1.858957e+02    2.479755e-20
 1.889193e+02    2.440067e-20
 1.919921e+02    2.401015e-20
 1.951148e+02    2.362587e-20
 1.982884e+02    2.324774e-20
 2.015136e+02    2.287567e-20
 2.047912e+02    2.250955e-20
 2.081222e+02    2.214929e-20
 2.115073e+02    2.179479e-20
 2.149475e+02    2.144597e-20
 2.184436e+02    2.110274e-20
 2.219966e+02    2.076499e-20
 2.256074e+02    2.043265e-20
 2.292769e+02    2.010563e-20
 2.330061e+02    1.978385e-20
 2.367960e+02    1.946721e-20
 2.406475e+02    1.915564e-20
 2.445617e+02    1.884906e-20
 2.485395e+02    1.854739e-20
 2.525820e+02    1.825054e-20
 2.566903e+02    1.795844e-20
 2.608654e+02    1.767102e-20
 2.651084e+02    1.738820e-20
 2.694204e+02    1.710991e-20
 2.738025e+02    1.683607e-20
 2.782559e+02    1.656661e-20
 2.827818e+02    1.630147e-20
 2.873813e+02    1.604056e-20
 2.920556e+02    1.578384e-20
 2.968059e+02    1.553122e-20
 3.016334e+02    1.528265e-20
 3.065395e+02    1.503805e-20
 3.115254e+02    1.479737e-20
 3.165924e+02    1.456054e-20
 3.217418e+02    1.432751e-20
 3.269750e+02    1.409820e-20
 3.322933e+02    1.387256e-20
 3.376980e+02    1.365053e-20
 3.431907e+02    1.343206e-20
 3.487727e+02    1.321708e-20
 3.544456e+02    1.300554e-20
 3.602107e+02    1.279739e-20
 3.660695e+02    1.259257e-20
 3.720237e+02    1.239103e-20
 3.780747e+02    1.219272e-20
 3.842241e+02    1.199758e-20
 3.904735e+02    1.180556e-20
 3.968246e+02    1.161661e-20
 4.032790e+02    1.143069e-20
 4.098384e+02    1.124775e-20
 4.165044e+02    1.106773e-20
 4.232789e+02    1.089059e-20
 4.301636e+02    1.071629e-20
 4.371602e+02    1.054478e-20
 4.442707e+02    1.037601e-20
 4.514968e+02    1.020995e-20
 4.588404e+02    1.004654e-20
 4.663035e+02    9.885745e-21
 4.738880e+02    9.727526e-21
 4.815958e+02    9.571840e-21
 4.894290e+02    9.418644e-21
 4.973896e+02    9.267901e-21
