**************************************************************************************************************


SPECIES :  I / I_2^+
 1.748322e-03    0.000000e+00
 1.766540e-03    0.000000e+00
 1.784949e-03    0.000000e+00
 1.803549e-03    0.000000e+00
 1.822344e-03    0.000000e+00
 1.841334e-03    0.000000e+00
 1.860522e-03    0.000000e+00
 1.879910e-03    0.000000e+00
 1.899500e-03    0.000000e+00
 1.919294e-03    0.000000e+00
 1.939295e-03    0.000000e+00
 1.959504e-03    0.000000e+00
 1.979923e-03    0.000000e+00
 2.000555e-03    0.000000e+00
 2.021403e-03    0.000000e+00
 2.042467e-03    0.000000e+00
 2.063751e-03    0.000000e+00
 2.085257e-03    0.000000e+00
 2.106987e-03    0.000000e+00
 2.128943e-03    0.000000e+00
 2.151128e-03    0.000000e+00
 2.173545e-03    0.000000e+00
 2.196195e-03    0.000000e+00
 2.219081e-03    0.000000e+00
 2.242205e-03    0.000000e+00
 2.265571e-03    0.000000e+00
 2.289179e-03    0.000000e+00
 2.313034e-03    0.000000e+00
 2.337138e-03    0.000000e+00
 2.361493e-03    0.000000e+00
 2.386101e-03    0.000000e+00
 2.410966e-03    0.000000e+00
 2.436090e-03    0.000000e+00
 2.461476e-03    0.000000e+00
 2.487126e-03    0.000000e+00
 2.513044e-03    0.000000e+00
 2.539232e-03    0.000000e+00
 2.565692e-03    0.000000e+00
 2.592429e-03    0.000000e+00
 2.619444e-03    0.000000e+00
 2.646740e-03    0.000000e+00
 2.674321e-03    0.000000e+00
 2.702190e-03    0.000000e+00
 2.730349e-03    0.000000e+00
 2.758801e-03    0.000000e+00
 2.787550e-03    0.000000e+00
 2.816598e-03    0.000000e+00
 2.845949e-03    0.000000e+00
 2.875606e-03    0.000000e+00
 2.905572e-03    0.000000e+00
 2.935850e-03    0.000000e+00
 2.966444e-03    0.000000e+00
 2.997356e-03    0.000000e+00
 3.028591e-03    0.000000e+00
 3.060151e-03    0.000000e+00
 3.092040e-03    0.000000e+00
 3.124261e-03    0.000000e+00
 3.156819e-03    0.000000e+00
 3.189715e-03    0.000000e+00
 3.222954e-03    0.000000e+00
 3.256540e-03    0.000000e+00
 3.290475e-03    0.000000e+00
 3.324764e-03    0.000000e+00
 3.359411e-03    0.000000e+00
 3.394418e-03    0.000000e+00
 3.429791e-03    0.000000e+00
 3.465532e-03    0.000000e+00
 3.501645e-03    0.000000e+00
 3.538135e-03    0.000000e+00
 3.575005e-03    0.000000e+00
 3.612259e-03    0.000000e+00
 3.649901e-03    0.000000e+00
 3.687936e-03    0.000000e+00
 3.726367e-03    0.000000e+00
 3.765199e-03    0.000000e+00
 3.804435e-03    0.000000e+00
 3.844080e-03    0.000000e+00
 3.884138e-03    0.000000e+00
 3.924614e-03    0.000000e+00
 3.965511e-03    0.000000e+00
 4.006834e-03    0.000000e+00
 4.048589e-03    0.000000e+00
 4.090778e-03    0.000000e+00
 4.133407e-03    0.000000e+00
 4.176480e-03    0.000000e+00
 4.220002e-03    0.000000e+00
 4.263978e-03    0.000000e+00
 4.308411e-03    0.000000e+00
 4.353308e-03    0.000000e+00
 4.398673e-03    0.000000e+00
 4.444510e-03    0.000000e+00
 4.490825e-03    0.000000e+00
 4.537623e-03    0.000000e+00
 4.584908e-03    0.000000e+00
 4.632687e-03    0.000000e+00
 4.680963e-03    0.000000e+00
 4.729742e-03    0.000000e+00
 4.779029e-03    0.000000e+00
 4.828830e-03    0.000000e+00
 4.879150e-03    0.000000e+00
 4.929994e-03    0.000000e+00
 4.981369e-03    0.000000e+00
 5.033278e-03    0.000000e+00
 5.085729e-03    0.000000e+00
 5.138726e-03    0.000000e+00
 5.192275e-03    0.000000e+00
 5.246382e-03    0.000000e+00
 5.301053e-03    0.000000e+00
 5.356294e-03    0.000000e+00
 5.412111e-03    0.000000e+00
 5.468509e-03    0.000000e+00
 5.525495e-03    0.000000e+00
 5.583075e-03    0.000000e+00
 5.641254e-03    0.000000e+00
 5.700040e-03    0.000000e+00
 5.759439e-03    0.000000e+00
 5.819457e-03    0.000000e+00
 5.880100e-03    0.000000e+00
 5.941375e-03    0.000000e+00
 6.003288e-03    0.000000e+00
 6.065847e-03    0.000000e+00
 6.129058e-03    0.000000e+00
 6.192927e-03    0.000000e+00
 6.257462e-03    0.000000e+00
 6.322669e-03    0.000000e+00
 6.388556e-03    0.000000e+00
 6.455129e-03    0.000000e+00
 6.522397e-03    0.000000e+00
 6.590365e-03    0.000000e+00
 6.659041e-03    0.000000e+00
 6.728433e-03    0.000000e+00
 6.798549e-03    0.000000e+00
 6.869395e-03    0.000000e+00
 6.940979e-03    0.000000e+00
 7.013309e-03    0.000000e+00
 7.086393e-03    0.000000e+00
 7.160238e-03    0.000000e+00
 7.234853e-03    0.000000e+00
 7.310246e-03    0.000000e+00
 7.386424e-03    0.000000e+00
 7.463396e-03    0.000000e+00
 7.541170e-03    0.000000e+00
 7.619754e-03    0.000000e+00
 7.699158e-03    0.000000e+00
 7.779389e-03    0.000000e+00
 7.860456e-03    0.000000e+00
 7.942367e-03    0.000000e+00
 8.025133e-03    0.000000e+00
 8.108761e-03    0.000000e+00
 8.193260e-03    0.000000e+00
 8.278640e-03    0.000000e+00
 8.364909e-03    0.000000e+00
 8.452078e-03    0.000000e+00
 8.540155e-03    0.000000e+00
 8.629149e-03    0.000000e+00
 8.719071e-03    0.000000e+00
 8.809931e-03    0.000000e+00
 8.901737e-03    0.000000e+00
 8.994499e-03    0.000000e+00
 9.088229e-03    0.000000e+00
 9.182935e-03    0.000000e+00
 9.278628e-03    0.000000e+00
 9.375318e-03    0.000000e+00
 9.473015e-03    0.000000e+00
 9.571731e-03    0.000000e+00
 9.671476e-03    0.000000e+00
 9.772260e-03    0.000000e+00
 9.874094e-03    0.000000e+00
 9.976989e-03    0.000000e+00
 1.008096e-02    0.000000e+00
 1.018601e-02    0.000000e+00
 1.029215e-02    0.000000e+00
 1.039941e-02    0.000000e+00
 1.050777e-02    0.000000e+00
 1.061727e-02    0.000000e+00
 1.072791e-02    0.000000e+00
 1.083971e-02    0.000000e+00
 1.095266e-02    0.000000e+00
 1.106680e-02    0.000000e+00
 1.118212e-02    0.000000e+00
 1.129865e-02    0.000000e+00
 1.141639e-02    0.000000e+00
 1.153536e-02    0.000000e+00
 1.165556e-02    0.000000e+00
 1.177702e-02    0.000000e+00
 1.189975e-02    0.000000e+00
 1.202375e-02    0.000000e+00
 1.214905e-02    0.000000e+00
 1.227565e-02    0.000000e+00
 1.240357e-02    0.000000e+00
 1.253283e-02    0.000000e+00
 1.266343e-02    0.000000e+00
 1.279539e-02    0.000000e+00
 1.292873e-02    0.000000e+00
 1.306345e-02    0.000000e+00
 1.319959e-02    0.000000e+00
 1.333713e-02    0.000000e+00
 1.347612e-02    0.000000e+00
 1.361655e-02    0.000000e+00
 1.375844e-02    0.000000e+00
 1.390182e-02    0.000000e+00
 1.404668e-02    0.000000e+00
 1.419306e-02    0.000000e+00
 1.434096e-02    0.000000e+00
 1.449041e-02    0.000000e+00
 1.464141e-02    0.000000e+00
 1.479398e-02    0.000000e+00
 1.494814e-02    0.000000e+00
 1.510392e-02    0.000000e+00
 1.526131e-02    0.000000e+00
 1.542034e-02    0.000000e+00
 1.558103e-02    0.000000e+00
 1.574340e-02    0.000000e+00
 1.590746e-02    0.000000e+00
 1.607323e-02    0.000000e+00
 1.624072e-02    0.000000e+00
 1.640996e-02    0.000000e+00
 1.658097e-02    0.000000e+00
 1.675375e-02    0.000000e+00
 1.692834e-02    0.000000e+00
 1.710474e-02    0.000000e+00
 1.728299e-02    0.000000e+00
 1.746309e-02    0.000000e+00
 1.764507e-02    0.000000e+00
 1.782894e-02    0.000000e+00
 1.801473e-02    0.000000e+00
 1.820246e-02    0.000000e+00
 1.839214e-02    0.000000e+00
 1.858380e-02    0.000000e+00
 1.877746e-02    0.000000e+00
 1.897313e-02    0.000000e+00
 1.917085e-02    0.000000e+00
 1.937062e-02    0.000000e+00
 1.957248e-02    0.000000e+00
 1.977644e-02    0.000000e+00
 1.998252e-02    0.000000e+00
 2.019076e-02    0.000000e+00
 2.040116e-02    0.000000e+00
 2.061375e-02    0.000000e+00
 2.082856e-02    0.000000e+00
 2.104561e-02    0.000000e+00
 2.126492e-02    0.000000e+00
 2.148652e-02    0.000000e+00
 2.171043e-02    0.000000e+00
 2.193666e-02    0.000000e+00
 2.216526e-02    0.000000e+00
 2.239624e-02    0.000000e+00
 2.262962e-02    0.000000e+00
 2.286544e-02    0.000000e+00
 2.310372e-02    0.000000e+00
 2.334447e-02    0.000000e+00
 2.358774e-02    0.000000e+00
 2.383354e-02    0.000000e+00
 2.408191e-02    0.000000e+00
 2.433286e-02    0.000000e+00
 2.458642e-02    0.000000e+00
 2.484263e-02    0.000000e+00
 2.510151e-02    0.000000e+00
 2.536309e-02    0.000000e+00
 2.562739e-02    0.000000e+00
 2.589444e-02    0.000000e+00
 2.616428e-02    0.000000e+00
 2.643694e-02    0.000000e+00
 2.671243e-02    0.000000e+00
 2.699079e-02    0.000000e+00
 2.727205e-02    0.000000e+00
 2.755625e-02    0.000000e+00
 2.784341e-02    0.000000e+00
 2.813355e-02    0.000000e+00
 2.842673e-02    0.000000e+00
 2.872295e-02    0.000000e+00
 2.902227e-02    0.000000e+00
 2.932470e-02    0.000000e+00
 2.963029e-02    0.000000e+00
 2.993906e-02    0.000000e+00
 3.025104e-02    0.000000e+00
 3.056628e-02    0.000000e+00
 3.088481e-02    0.000000e+00
 3.120665e-02    0.000000e+00
 3.153184e-02    0.000000e+00
 3.186043e-02    0.000000e+00
 3.219244e-02    0.000000e+00
 3.252791e-02    0.000000e+00
 3.286687e-02    0.000000e+00
 3.320937e-02    0.000000e+00
 3.355544e-02    0.000000e+00
 3.390511e-02    0.000000e+00
 3.425842e-02    0.000000e+00
 3.461542e-02    0.000000e+00
 3.497614e-02    0.000000e+00
 3.534062e-02    0.000000e+00
 3.570889e-02    0.000000e+00
 3.608101e-02    0.000000e+00
 3.645700e-02    0.000000e+00
 3.683691e-02    0.000000e+00
 3.722077e-02    0.000000e+00
 3.760864e-02    0.000000e+00
 3.800055e-02    0.000000e+00
 3.839654e-02    0.000000e+00
 3.879667e-02    0.000000e+00
 3.920096e-02    0.000000e+00
 3.960946e-02    0.000000e+00
 4.002222e-02    0.000000e+00
 4.043928e-02    0.000000e+00
 4.086069e-02    0.000000e+00
 4.128648e-02    0.000000e+00
 4.171672e-02    0.000000e+00
 4.215144e-02    0.000000e+00
 4.259069e-02    0.000000e+00
 4.303451e-02    0.000000e+00
 4.348297e-02    0.000000e+00
 4.393609e-02    0.000000e+00
 4.439394e-02    0.000000e+00
 4.485655e-02    0.000000e+00
 4.532399e-02    0.000000e+00
 4.579630e-02    0.000000e+00
 4.627353e-02    0.000000e+00
 4.675574e-02    0.000000e+00
 4.724297e-02    0.000000e+00
 4.773527e-02    0.000000e+00
 4.823271e-02    0.000000e+00
 4.873533e-02    0.000000e+00
 4.924319e-02    0.000000e+00
 4.975634e-02    0.000000e+00
 5.027484e-02    0.000000e+00
 5.079874e-02    0.000000e+00
 5.132810e-02    0.000000e+00
 5.186298e-02    0.000000e+00
 5.240343e-02    0.000000e+00
 5.294951e-02    0.000000e+00
 5.350128e-02    0.000000e+00
 5.405880e-02    0.000000e+00
 5.462214e-02    0.000000e+00
 5.519134e-02    0.000000e+00
 5.576647e-02    0.000000e+00
 5.634760e-02    0.000000e+00
 5.693479e-02    0.000000e+00
 5.752809e-02    0.000000e+00
 5.812757e-02    0.000000e+00
 5.873331e-02    0.000000e+00
 5.934535e-02    0.000000e+00
 5.996377e-02    0.000000e+00
 6.058864e-02    0.000000e+00
 6.122002e-02    0.000000e+00
 6.185797e-02    0.000000e+00
 6.250258e-02    0.000000e+00
 6.315390e-02    0.000000e+00
 6.381201e-02    0.000000e+00
 6.447698e-02    0.000000e+00
 6.514888e-02    0.000000e+00
 6.582778e-02    0.000000e+00
 6.651375e-02    0.000000e+00
 6.720688e-02    0.000000e+00
 6.790722e-02    0.000000e+00
 6.861486e-02    0.000000e+00
 6.932988e-02    0.000000e+00
 7.005235e-02    0.000000e+00
 7.078235e-02    0.000000e+00
 7.151995e-02    0.000000e+00
 7.226524e-02    0.000000e+00
 7.301830e-02    0.000000e+00
 7.377920e-02    0.000000e+00
 7.454804e-02    0.000000e+00
 7.532488e-02    0.000000e+00
 7.610982e-02    0.000000e+00
 7.690295e-02    0.000000e+00
 7.770433e-02    0.000000e+00
 7.851407e-02    0.000000e+00
 7.933224e-02    0.000000e+00
 8.015894e-02    0.000000e+00
 8.099426e-02    0.000000e+00
 8.183828e-02    0.000000e+00
 8.269109e-02    0.000000e+00
 8.355279e-02    0.000000e+00
 8.442348e-02    0.000000e+00
 8.530323e-02    0.000000e+00
 8.619215e-02    0.000000e+00
 8.709034e-02    0.000000e+00
 8.799789e-02    0.000000e+00
 8.891489e-02    0.000000e+00
 8.984145e-02    0.000000e+00
 9.077766e-02    0.000000e+00
 9.172363e-02    0.000000e+00
 9.267946e-02    0.000000e+00
 9.364525e-02    0.000000e+00
 9.462110e-02    0.000000e+00
 9.560712e-02    0.000000e+00
 9.660342e-02    0.000000e+00
 9.761010e-02    0.000000e+00
 9.862727e-02    0.000000e+00
 9.965504e-02    0.000000e+00
 1.006935e-01    0.000000e+00
 1.017428e-01    0.000000e+00
 1.028031e-01    0.000000e+00
 1.038743e-01    0.000000e+00
 1.049568e-01    0.000000e+00
 1.060505e-01    0.000000e+00
 1.071556e-01    0.000000e+00
 1.082723e-01    0.000000e+00
 1.094006e-01    0.000000e+00
 1.105406e-01    0.000000e+00
 1.116925e-01    0.000000e+00
 1.128564e-01    0.000000e+00
 1.140325e-01    0.000000e+00
 1.152208e-01    0.000000e+00
 1.164215e-01    0.000000e+00
 1.176347e-01    0.000000e+00
 1.188605e-01    0.000000e+00
 1.200991e-01    0.000000e+00
 1.213506e-01    0.000000e+00
 1.226152e-01    0.000000e+00
 1.238929e-01    0.000000e+00
 1.251840e-01    0.000000e+00
 1.264885e-01    0.000000e+00
 1.278066e-01    0.000000e+00
 1.291384e-01    0.000000e+00
 1.304842e-01    0.000000e+00
 1.318439e-01    0.000000e+00
 1.332178e-01    0.000000e+00
 1.346060e-01    0.000000e+00
 1.360087e-01    0.000000e+00
 1.374260e-01    0.000000e+00
 1.388581e-01    0.000000e+00
 1.403051e-01    0.000000e+00
 1.417672e-01    0.000000e+00
 1.432445e-01    0.000000e+00
 1.447372e-01    0.000000e+00
 1.462455e-01    0.000000e+00
 1.477695e-01    0.000000e+00
 1.493094e-01    0.000000e+00
 1.508653e-01    0.000000e+00
 1.524374e-01    0.000000e+00
 1.540259e-01    0.000000e+00
 1.556310e-01    0.000000e+00
 1.572528e-01    0.000000e+00
 1.588915e-01    0.000000e+00
 1.605472e-01    0.000000e+00
 1.622202e-01    0.000000e+00
 1.639107e-01    0.000000e+00
 1.656188e-01    0.000000e+00
 1.673446e-01    0.000000e+00
 1.690885e-01    0.000000e+00
 1.708505e-01    0.000000e+00
 1.726309e-01    0.000000e+00
 1.744299e-01    0.000000e+00
 1.762475e-01    0.000000e+00
 1.780842e-01    0.000000e+00
 1.799399e-01    0.000000e+00
 1.818150e-01    0.000000e+00
 1.837097e-01    0.000000e+00
 1.856241e-01    0.000000e+00
 1.875584e-01    0.000000e+00
 1.895129e-01    0.000000e+00
 1.914878e-01    0.000000e+00
 1.934832e-01    0.000000e+00
 1.954995e-01    0.000000e+00
 1.975367e-01    0.000000e+00
 1.995952e-01    0.000000e+00
 2.016751e-01    0.000000e+00
 2.037767e-01    0.000000e+00
 2.059002e-01    0.000000e+00
 2.080459e-01    0.000000e+00
 2.102139e-01    0.000000e+00
 2.124044e-01    0.000000e+00
 2.146178e-01    0.000000e+00
 2.168543e-01    0.000000e+00
 2.191141e-01    0.000000e+00
 2.213974e-01    0.000000e+00
 2.237046e-01    0.000000e+00
 2.260357e-01    0.000000e+00
 2.283912e-01    0.000000e+00
 2.307712e-01    0.000000e+00
 2.331760e-01    0.000000e+00
 2.356059e-01    0.000000e+00
 2.380610e-01    0.000000e+00
 2.405418e-01    0.000000e+00
 2.430484e-01    0.000000e+00
 2.455812e-01    0.000000e+00
 2.481403e-01    0.000000e+00
 2.507261e-01    0.000000e+00
 2.533389e-01    0.000000e+00
 2.559789e-01    0.000000e+00
 2.586463e-01    0.000000e+00
 2.613416e-01    0.000000e+00
 2.640650e-01    0.000000e+00
 2.668168e-01    0.000000e+00
 2.695972e-01    0.000000e+00
 2.724066e-01    0.000000e+00
 2.752453e-01    0.000000e+00
 2.781135e-01    0.000000e+00
 2.810117e-01    0.000000e+00
 2.839400e-01    0.000000e+00
 2.868989e-01    0.000000e+00
 2.898886e-01    0.000000e+00
 2.929094e-01    0.000000e+00
 2.959618e-01    0.000000e+00
 2.990459e-01    0.000000e+00
 3.021622e-01    0.000000e+00
 3.053109e-01    0.000000e+00
 3.084925e-01    0.000000e+00
 3.117072e-01    0.000000e+00
 3.149554e-01    0.000000e+00
 3.182375e-01    0.000000e+00
 3.215538e-01    0.000000e+00
 3.249046e-01    0.000000e+00
 3.282904e-01    0.000000e+00
 3.317114e-01    0.000000e+00
 3.351681e-01    0.000000e+00
 3.386608e-01    0.000000e+00
 3.421899e-01    0.000000e+00
 3.457557e-01    0.000000e+00
 3.493588e-01    0.000000e+00
 3.529993e-01    0.000000e+00
 3.566778e-01    0.000000e+00
 3.603947e-01    0.000000e+00
 3.641503e-01    0.000000e+00
 3.679450e-01    0.000000e+00
 3.717792e-01    0.000000e+00
 3.756535e-01    0.000000e+00
 3.795680e-01    0.000000e+00
 3.835234e-01    0.000000e+00
 3.875200e-01    0.000000e+00
 3.915583e-01    0.000000e+00
 3.956386e-01    0.000000e+00
 3.997614e-01    0.000000e+00
 4.039272e-01    0.000000e+00
 4.081365e-01    0.000000e+00
 4.123896e-01    0.000000e+00
 4.166870e-01    0.000000e+00
 4.210291e-01    0.000000e+00
 4.254166e-01    0.000000e+00
 4.298497e-01    0.000000e+00
 4.343291e-01    0.000000e+00
 4.388551e-01    0.000000e+00
