**************************************************************************************************************


SPECIES :  I_2^+ / I^-
 3.511928e+00    1.515660e-18
 3.569049e+00    1.491403e-18
 3.627100e+00    1.467533e-18
 3.686095e+00    1.444046e-18
 3.746050e+00    1.420934e-18
 3.806980e+00    1.398192e-18
 3.868901e+00    1.375814e-18
 3.931829e+00    1.353795e-18
 3.995780e+00    1.332128e-18
 4.060772e+00    1.310807e-18
 4.126821e+00    1.289828e-18
 4.193944e+00    1.269185e-18
 4.262159e+00    1.248872e-18
 4.331483e+00    1.228884e-18
 4.401935e+00    1.209216e-18
 4.473533e+00    1.189863e-18
 4.546295e+00    1.170819e-18
 4.620241e+00    1.152080e-18
 4.695390e+00    1.133642e-18
 4.771761e+00    1.115498e-18
 4.849374e+00    1.097645e-18
 4.928250e+00    1.080077e-18
 5.008408e+00    1.062791e-18
 5.089870e+00    1.045781e-18
 5.172657e+00    1.029044e-18
 5.256791e+00    1.012574e-18
 5.342293e+00    9.963679e-19
 5.429186e+00    9.804213e-19
 5.517492e+00    9.647299e-19
 5.607235e+00    9.492896e-19
 5.698437e+00    9.340964e-19
 5.791123e+00    9.191464e-19
 5.885316e+00    9.044357e-19
 5.981041e+00    8.899604e-19
 6.078323e+00    8.757168e-19
 6.177188e+00    8.617011e-19
 6.277660e+00    8.479098e-19
 6.379767e+00    8.343392e-19
 6.483534e+00    8.209858e-19
 6.588990e+00    8.078461e-19
 6.696160e+00    7.949167e-19
 6.805074e+00    7.821943e-19
 6.915759e+00    7.696754e-19
 7.028244e+00    7.573570e-19
 7.142559e+00    7.452356e-19
 7.258734e+00    7.333083e-19
 7.376798e+00    7.215719e-19
 7.496782e+00    7.100233e-19
 7.618718e+00    6.986595e-19
 7.742637e+00    6.874776e-19
 7.868572e+00    6.764747e-19
 7.996555e+00    6.656479e-19
 8.126619e+00    6.549943e-19
 8.258799e+00    6.445113e-19
 8.393129e+00    6.341961e-19
 8.529644e+00    6.240459e-19
 8.668380e+00    6.140582e-19
 8.809372e+00    6.042303e-19
 8.952657e+00    5.945598e-19
 9.098273e+00    5.850440e-19
 9.246257e+00    5.756805e-19
 9.396648e+00    5.664668e-19
 9.549486e+00    5.574007e-19
 9.704809e+00    5.484796e-19
 9.862658e+00    5.397013e-19
 1.002308e+01    5.310635e-19
 1.018610e+01    5.225640e-19
 1.035178e+01    5.142004e-19
 1.052015e+01    5.059708e-19
 1.069126e+01    4.978728e-19
 1.086516e+01    4.899045e-19
 1.104188e+01    4.820637e-19
 1.122148e+01    4.743484e-19
 1.140400e+01    4.667565e-19
 1.158948e+01    4.592862e-19
 1.177799e+01    4.519354e-19
 1.196956e+01    4.447023e-19
 1.216424e+01    4.375850e-19
 1.236210e+01    4.305815e-19
 1.256317e+01    4.236901e-19
 1.276751e+01    4.169091e-19
 1.297517e+01    4.102365e-19
 1.318621e+01    4.036708e-19
 1.340069e+01    3.972101e-19
 1.361865e+01    3.908529e-19
 1.384016e+01    3.845974e-19
 1.406527e+01    3.784420e-19
 1.429405e+01    3.723851e-19
 1.452654e+01    3.664252e-19
 1.476281e+01    3.605606e-19
 1.500293e+01    3.547899e-19
 1.524696e+01    3.491116e-19
 1.549495e+01    3.435241e-19
 1.574698e+01    3.380261e-19
 1.600310e+01    3.326161e-19
 1.626340e+01    3.272926e-19
 1.652792e+01    3.220544e-19
 1.679675e+01    3.169000e-19
 1.706995e+01    3.118281e-19
 1.734759e+01    3.068373e-19
 1.762975e+01    3.019265e-19
 1.791650e+01    2.970942e-19
 1.820792e+01    2.923393e-19
 1.850407e+01    2.876605e-19
 1.880504e+01    2.830565e-19
 1.911091e+01    2.785263e-19
 1.942175e+01    2.740685e-19
 1.973764e+01    2.696821e-19
 2.005868e+01    2.653659e-19
 2.038493e+01    2.611188e-19
 2.071650e+01    2.569397e-19
 2.105345e+01    2.528274e-19
 2.139589e+01    2.487810e-19
 2.174389e+01    2.447993e-19
 2.209756e+01    2.408813e-19
 2.245698e+01    2.370261e-19
 2.282224e+01    2.332325e-19
 2.319345e+01    2.294997e-19
 2.357069e+01    2.258266e-19
 2.395407e+01    2.222123e-19
 2.434369e+01    2.186558e-19
 2.473964e+01    2.151563e-19
 2.514203e+01    2.117128e-19
 2.555097e+01    2.083244e-19
 2.596656e+01    2.049902e-19
 2.638891e+01    2.017094e-19
 2.681813e+01    1.984810e-19
 2.725433e+01    1.953044e-19
 2.769762e+01    1.921786e-19
 2.814812e+01    1.891028e-19
 2.860596e+01    1.860763e-19
 2.907123e+01    1.830982e-19
 2.954408e+01    1.801677e-19
 3.002462e+01    1.772842e-19
 3.051297e+01    1.744468e-19
 3.100927e+01    1.716548e-19
 3.151363e+01    1.689075e-19
 3.202621e+01    1.662042e-19
 3.254712e+01    1.635441e-19
 3.307650e+01    1.609266e-19
 3.361449e+01    1.583510e-19
 3.416123e+01    1.558167e-19
 3.471687e+01    1.533229e-19
 3.528154e+01    1.508690e-19
 3.585540e+01    1.484543e-19
 3.643859e+01    1.460784e-19
 3.703127e+01    1.437404e-19
 3.763358e+01    1.414399e-19
 3.824570e+01    1.391762e-19
 3.886777e+01    1.369487e-19
 3.949995e+01    1.347569e-19
 4.014242e+01    1.326001e-19
 4.079535e+01    1.304779e-19
 4.145888e+01    1.283896e-19
 4.213322e+01    1.263348e-19
 4.281852e+01    1.243128e-19
 4.351497e+01    1.223232e-19
 4.422274e+01    1.203654e-19
 4.494203e+01    1.184390e-19
 4.567301e+01    1.165434e-19
 4.641589e+01    1.146782e-19
 4.717085e+01    1.128428e-19
 4.793808e+01    1.110368e-19
 4.871780e+01    1.092596e-19
 4.951020e+01    1.075110e-19
 5.031549e+01    1.057903e-19
 5.113388e+01    1.040971e-19
 5.196557e+01    1.024311e-19
 5.281080e+01    1.007917e-19
 5.366977e+01    9.917854e-20
 5.454271e+01    9.759122e-20
 5.542986e+01    9.602929e-20
 5.633143e+01    9.449236e-20
 5.724766e+01    9.298003e-20
 5.817880e+01    9.149191e-20
 5.912508e+01    9.002760e-20
 6.008676e+01    8.858673e-20
 6.106408e+01    8.716892e-20
 6.205729e+01    8.577380e-20
 6.306666e+01    8.440101e-20
 6.409244e+01    8.305019e-20
 6.513491e+01    8.172100e-20
 6.619433e+01    8.041307e-20
 6.727099e+01    7.912608e-20
 6.836516e+01    7.785968e-20
 6.947713e+01    7.661356e-20
 7.060718e+01    7.538737e-20
 7.175561e+01    7.418082e-20
 7.292272e+01    7.299357e-20
 7.410882e+01    7.182532e-20
 7.531420e+01    7.067578e-20
 7.653919e+01    6.954463e-20
 7.778411e+01    6.843158e-20
 7.904928e+01    6.733635e-20
 8.033502e+01    6.625865e-20
 8.164168e+01    6.519819e-20
 8.296959e+01    6.415471e-20
 8.431909e+01    6.312793e-20
 8.569055e+01    6.211758e-20
 8.708431e+01    6.112340e-20
 8.850075e+01    6.014514e-20
 8.994022e+01    5.918253e-20
 9.140311e+01    5.823532e-20
 9.288979e+01    5.730328e-20
 9.440065e+01    5.638616e-20
 9.593608e+01    5.548371e-20
 9.749649e+01    5.459570e-20
 9.908228e+01    5.372191e-20
 1.006939e+02    5.286211e-20
 1.023317e+02    5.201606e-20
 1.039961e+02    5.118355e-20
 1.056876e+02    5.036437e-20
 1.074066e+02    4.955830e-20
 1.091536e+02    4.876513e-20
 1.109290e+02    4.798466e-20
 1.127333e+02    4.721668e-20
 1.145669e+02    4.646098e-20
 1.164303e+02    4.571739e-20
 1.183241e+02    4.498569e-20
 1.202486e+02    4.426570e-20
 1.222045e+02    4.355724e-20
 1.241921e+02    4.286012e-20
 1.262121e+02    4.217415e-20
 1.282650e+02    4.149916e-20
 1.303512e+02    4.083498e-20
 1.324714e+02    4.018143e-20
 1.346261e+02    3.953833e-20
 1.368158e+02    3.890553e-20
 1.390411e+02    3.828286e-20
 1.413026e+02    3.767015e-20
 1.436009e+02    3.706724e-20
 1.459366e+02    3.647399e-20
 1.483103e+02    3.589023e-20
 1.507225e+02    3.531582e-20
 1.531740e+02    3.475060e-20
 1.556654e+02    3.419442e-20
 1.581973e+02    3.364715e-20
 1.607704e+02    3.310863e-20
 1.633854e+02    3.257874e-20
 1.660429e+02    3.205732e-20
 1.687436e+02    3.154425e-20
 1.714882e+02    3.103939e-20
 1.742775e+02    3.054262e-20
 1.771121e+02    3.005379e-20
 1.799929e+02    2.957278e-20
 1.829205e+02    2.909948e-20
 1.858957e+02    2.863375e-20
 1.889193e+02    2.817547e-20
 1.919921e+02    2.772453e-20
 1.951148e+02    2.728080e-20
 1.982884e+02    2.684418e-20
 2.015136e+02    2.641455e-20
 2.047912e+02    2.599179e-20
 2.081222e+02    2.557580e-20
 2.115073e+02    2.516646e-20
 2.149475e+02    2.476368e-20
 2.184436e+02    2.436734e-20
 2.219966e+02    2.397735e-20
 2.256074e+02    2.359359e-20
 2.292769e+02    2.321598e-20
 2.330061e+02    2.284442e-20
 2.367960e+02    2.247880e-20
 2.406475e+02    2.211903e-20
 2.445617e+02    2.176502e-20
 2.485395e+02    2.141668e-20
 2.525820e+02    2.107391e-20
 2.566903e+02    2.073662e-20
 2.608654e+02    2.040474e-20
 2.651084e+02    2.007817e-20
 2.694204e+02    1.975682e-20
 2.738025e+02    1.944062e-20
 2.782559e+02    1.912947e-20
 2.827818e+02    1.882331e-20
 2.873813e+02    1.852205e-20
 2.920556e+02    1.822561e-20
 2.968059e+02    1.793391e-20
 3.016334e+02    1.764688e-20
 3.065395e+02    1.736445e-20
 3.115254e+02    1.708653e-20
 3.165924e+02    1.681307e-20
 3.217418e+02    1.654398e-20
 3.269750e+02    1.627920e-20
 3.322933e+02    1.601865e-20
 3.376980e+02    1.576228e-20
 3.431907e+02    1.551000e-20
 3.487727e+02    1.526177e-20
 3.544456e+02    1.501751e-20
 3.602107e+02    1.477716e-20
 3.660695e+02    1.454065e-20
 3.720237e+02    1.430793e-20
 3.780747e+02    1.407894e-20
 3.842241e+02    1.385361e-20
 3.904735e+02    1.363188e-20
 3.968246e+02    1.341371e-20
 4.032790e+02    1.319903e-20
 4.098384e+02    1.298778e-20
 4.165044e+02    1.277991e-20
 4.232789e+02    1.257537e-20
 4.301636e+02    1.237411e-20
 4.371602e+02    1.217606e-20
 4.442707e+02    1.198119e-20
 4.514968e+02    1.178943e-20
 4.588404e+02    1.160074e-20
 4.663035e+02    1.141508e-20
 4.738880e+02    1.123238e-20
 4.815958e+02    1.105261e-20
 4.894290e+02    1.087571e-20
